reviewId,content,sentimentScore
0110f30d-2eb3-40c2-8483-ff21348d7e50,This app is so cuteeeé,5
282e9692-da99-418f-9eab-c3d3576ffa51,It is helping me a lot,5
428528c0-8d6b-481c-93de-7920216c2376,Love the app :red_heart:,5
f02c9747-f108-41f0-b065-4a562704a193,My goal is to keep my ADHD brain on track while becoming a SAHM. I have never been at home all day with my kids and do not want to be lazy.,5
1ac784d7-f7f9-4297-9676-347eb5f5297a,very good app,5
166778e5-436e-4604-8bf8-527508e6d079,i lovew e,5
72a2eb45-2b1b-4ffc-b570-643fbc1645d0,Great,5
6e36831e-385c-440b-91ee-c28f32fd193c,best,5
7572612b-ae16-4d7c-8621-0a1b7f65faf2,great app,5
484d4454-95fe-4e6e-821c-48ae8dfac081,Great,5
836a0f91-fe45-4b57-9dd4-018cfb09472c,I LOVE ITT,5
28865499-33d0-4657-93b6-432edd3b8354,it is sooo oooooo awesome,5
6f17095c-7042-4a68-b6ec-175304487a88,Love how it helps me get things done!,5
940b6dd0-8ed1-4d72-8712-7e2103bf54af,i love this app! It helps me be consistent with doing work and the templates also give me ideas of what i could add to my routine.,5
da662642-d6d0-462a-bd02-1f554156832d,Awesome app,5
aad3dfb1-f4fe-42d5-914e-0874d50e24ab,very helpful helps me in school and in my daily routines,5
6a5534d5-6435-44f2-a148-af4b5852077f,Great app with a very useful features,5
e64ec0e2-37ec-44f3-bb1d-cf79be32046a,this feels me good and keeps my self motivated,5
42095d9e-9fee-431d-97d1-35176d330d2e,This app is chang my life,5
67389d12-4ae3-4dd8-8d03-a21d9519709f,عالیی,5
a7c45b43-f93a-498c-ac88-550caeaed4cd,Me+ is such a good app it helps u modivate urself and gives u a good start to ur day it reminds you to complete u daily tasks and keeps u occupied i totall reccommend,5
c5fa14e7-fd86-486c-b77b-57d2e4c18a82,I'm glad me+ helps me :face_holding_back_tears:,5
a12f6d8c-a91b-4c1e-bb89-8c65a9018e2b,gooood appp amazing,5
dfe1e9df-ba2e-440f-b615-499a5a93b8bd,Me+ is a very good app and I enjoy and I really love this app :red_heart: so good this is my best app :red_heart:,5
2631463c-a309-4e18-823e-3a58619bd871,"Very helpful app. Suffering burnout since end of last year! Daily 'easy' tasks seem to be hard at times! Easier to accomplish withrhisapp, kewpomg track and staying focused! Includes a lot for a healthy life style or tp start with one! Clearly recommend! :-)",5
3db4795e-a8e6-429a-a712-f2e2fa964e24,I love this app so much,5
ba383e88-4f67-4e21-951a-bcefe1767547,This app Improves me,5
ea7f0f9d-e41d-44c5-8b55-e35106b3d499,This is the best app so far,5
df85817d-0032-4611-b81a-a0e77c245fb3,I've been more productive since I started using the ME app. Kudos to the team.,5
295fa6ae-167a-4642-9a34-2469ed53785a,Great experience loved being on time for evrything:smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes::star-struck::star-struck::star-struck::smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes::star-struck::star-struck::star-struck::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,5
fabde6d2-09c7-47a4-8dd0-4dd960bed1c1,So far so good!,5
dd8ff419-81ee-448d-9737-ea53d41df606,works great and has a widget and a free option :thumbs_up_medium-light_skin_tone:,5
5ec45d5d-a513-422b-87bc-7db966dbab55,"I love this app. it's so helpful and it really helps now that I'm in 10th grade and need to organize my time to be able to study as much as I can,personally I also tye overall design of the app,I think it's pretty cute. would highly recommend,haven't had a problem whit it for now!",5
694ab2ca-4cff-49c1-b4a8-341114269725,very good,5
c7340cba-1897-4444-a08d-28d746ec578d,Effective,5
d30dfcee-4f22-4064-87fd-638bff87ea14,I think it helps keep you organised and is a really great way of staying on track and on top of things.,5
5904f190-7277-445f-a566-1b1c52d16ee8,Very helpful,5
2436edbe-bdb1-4d47-9a8a-6dd2317e50b9,Great app!,5
d17efa7f-f7ef-4f64-8ff0-c3baf2c02e38,it's amazing,5
22badaf2-8160-4d16-a72c-3fe227dd2b77,amazing :beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes:,5
6d1558e3-2e7e-4826-986e-e4724a886598,it helps so much with daily life,5
0b220ef3-d58e-4356-aabf-7dbf81233869,برنامه خیلی خوبیه,5
26e3588a-7865-4023-b622-0aada215d767,what a nice app probably the best habit traker app I've used . its so simple and self explanatory unlike other apps,5
24662714-0fb1-4391-a545-57c1ce683771,Best app for my life,5
767b26a3-0ca4-4303-b51b-3d0e69cdde27,"The Overall concept of the App is great, and I feel it meets all the needs and helps me keep my self very organized",5
e090dd3d-3c99-42fa-b63b-88d5a4403b94,Ha mejorado mucho. Es cómoda y super útil,5
f91d10d9-0703-4fa9-be1a-7fcfb1d76b70,useful and cute!,5
